dialogue,emotion
 Don't bother . ,anger
"Mr.Martin , we're on arrival . ",joy
 It's nice of you to see my off at the airport . Thank you very much . ,joy
 We'll miss you . I hope we'll keep in touch . ,joy
 Sure . You've given a great help to me in the past days . ,joy
 It's my pleasure . We hope you'll visit Beijing again . ,joy
 Certainly . I'll be glad to . ,joy
 It's almost time to get aboard . ,joy
" Yes , we should go . Thank you very much . Goodbye ! ",joy
 Bye bye ! Have a pleasant journey ! ,joy
 With snow in Kunming ? That's crazy ! ,other
 I really don't want to know about this . Physics gives me a headache . ,sadness
Guess what I've brought for you . ,joy
" Oh , a bouquet of flowers . It's very kind of you . ",other
 I hope you like it . ,joy
" I love flowers , you know . Thank you very much . ",joy
 That's all right . ,joy
" I like girls who like to have fun , and aren't too serious . ",joy
 I agree . I like guys that can make me laugh . ,joy
 That's true . Having a very serious boyfriend or girlfriend can be boring . ,joy
 My car won ’ t start ! Stupid old car ! ,anger
 Umm . yeah ! Right ! I got the car started ! Thanks for your help ! I told you to fill the tank ! ,joy
 That ’ s great . Those athletes must train for years to get into peak physical condition . They must be terribly disappointed if they don ’ t win . ,joy
 That ’ s amazing ! Were any other records broken ? ,other
" Thanks , Jim . I didn ’ t think guys paid attention to stuff like that . ",joy
" Well , thanks for the compliment anyway ! ",joy
 France ? Is he crazy ? ,other
 My house was robbed last night and the thieves stole all my furniture . ,sadness
" Yes , I have . But I have to wait . ",sadness
 Do more exercises after you are healthy . ,joy
" Ok , I will . You have said that many times . ",joy
 Are you hungry ? Do you want me to buy something for you to eat ? ,joy
" No , there ’ s no need . Thank you all the same . ",joy
 congratulations ! Which one is the cheapest ? ,joy
 that's a good idea . ,joy
 good luck ! ,joy
 Thanks a lot ,joy
 Yes.That would be good . ,joy
" Oh , no . ",other
 I sure did . ,sadness
 I cannot belive that . It must be cooked up by someone . ,other
 Really ? ,other
 there's a gym nearby ? That's exciting ! I really want to start to go to gym as soon as possible . I've been lazy this summer holiday and have put on some weight . ,joy
 that would be wonderful . Thanks ! ,joy
I am totally fed up with my boss . He has crossed the line one too many times with his sexist comments . This time I am really going to report him for sexual harassment . ,other
" He constantly lets inappropriate things slip out , referring to the women employees as girls or calling us sweetheart or darling . I doubt any of my male colleagues would stand for such treatment . ",other
" You ’ re missing the point . It ’ s about respect . He treats us with such a patronizing attitude , as if we are not equal or not as serious as our male co-workers . It ’ s his attitude that needs to be changed , not just his words . ",other
"Is your lady beautiful ? Since I came here from the country , I've not seen her close . Tell me , is she beautiful ? ",joy
" Thomas , if I could write with the beauty in her eyes , I was born to look in them and know myself . ",joy
 Her lips ? The early morning rose would wither on the branch if it could feel envy . ,joy
" Deeper , softer , none of your twittering larks . I would banish nightingales from her garden before they interrupted her song . ",joy
" Oh , she sings too ? ",other
" Constantly . Without doubt , and plays the lute . She has a natural ear . ",joy
"It's going to strike 12 o'clock . Let's get the firecrackers ready , Rose . ",joy
 Aren't firecrackers forbidden in the city ? ,other
" Well yes , but they are not allowed only in downtown areas . It's OK here . It would be difficult to ban customs that have thousands of years of tradition . The habit does bring kids joy and excitement so long as precautions are taken . Let's go out and set off firecrackers out there . ",joy
 Fantastic ! The whole city is echoing with crackling sounds ! ,joy
" Fine , then ! If that ’ s the way you feel , so be it . But you ’ re losing out on a great opportunity here . I ’ m going to go hit up Mum for the cash . ",anger
A beautiful center ! ,joy
 And good shot ! ,joy
 A goal ! ,joy
 You are a smart girl ! ,joy
I have a bone to pick with you . ,anger
 You always have a chip on your shoulder . ,anger
 Whew ! I'm impressed ! You really know your stuff ! ,other
 That ’ s great . What are the prizes ? ,joy
" I get along pretty well with most of them.It seems there are always a few rotten apples in the bunch , though , Like Margaret . I don't know why management hasn't fired her yet.She ' s a terrible gossip . ",other
Thanks a lot for having us . We had a good time . ,joy
 I'm glad you came . You're welcome anytime . ,joy
" Thanks . By the way , tell your wife she throws a great party . ",joy
 I will . See you later . ,joy
" Oh , really ? Which bulletin board ? ",other
Have you seen that house ? ,joy
" Yes , it looks interesting . ",joy
 You're right . I love it very much . ,joy
 Frightened ? You must be joking . ,other
Have a nice weekend ! ,joy
 Thanks.You too ! ,joy
Ouch ! ,other
"Hi , Lilly , it ’ s so nice to see you again . ",joy
" You know , I like traveling . I made good use of this long vacation and enjoyed myself . ",joy
"It's a lovely day , isn't it ? ",joy
" Yes , the weather sure is nice today . ",joy
 I love it when the weather is like this.Why don't we sit down outside and have our lunch ? ,joy
" That sounds like a good idea.The sky is clear , the sun is shining and there's a nice cool breeze , so it is not too hot . ",joy
" I really miss the change of seasons like we have in Colorado.but I must admit , this sure is a nice spring day . ",joy
" Hey , this spot in the shade looks really comfortable . ",joy
 Thanks for letting me know . I feel relieved now . ,joy
" Only four days ! That's so short , and you seem so crazy about her . ",other
"Hi , happy new year ! ",joy
" Hey , the same to you ! ",joy
 Time flies ! One year has already been a history ! ,joy
" Definitely , it's time to say bye-bye to the last year and to say hello to the new year ! ",joy
 Yeah . Have you made any good resolutions for this new year ? ,joy
" Some resolutions ? That's a wonderful idea , but I have no idea yet . How about you ? ",joy
" I want to be healthier this year , so I think I should take more exercise . ",joy
 That will be a good one ! Anything else ? ,joy
" Maybe I should make a plan about learning my biochemistry , which is a mess ! ",joy
 Sounds great ! ,joy
"It's weekend again , I'm glad I can arrange for my personal matters . ",joy
" Oh , that means I can do whatever I like without few interruptions . ",joy
" Oh , you can't think like that . We young people should try our best to learn new things and accept new ideas . You like taking photos and going to photography shows , why not practise the technique and catch something unforgeable ? ",joy
 That's a good suggestion . It's fine today . Maybe I can take photos on the scenery of the lake at sunset . It must be fantastic . ,joy
" I quite agree with you . With our hobbies , our life can be more colorful and exciting . ",joy
 And I can concentrate on my study after the relaxation over the weekend . ,joy
" Yes , it's a good habit to have a life-long hobby . Those who practise calligraphy and Qigong always live longer . ",joy
 Really ? Are you OK ? ,other
 Thank you for all your help . ,joy
"Wow , American football is more exciting than I thought . ",joy
" Oh , right . So , I can ’ t quite follow what ’ s going on ... who ’ s winning ? ",joy
" The Giants are up by three points because of the field goal they kicked , but the Redskins have the ball and there pretty close to the end zone . ",joy
 Wow ! What a hit ! ,other
" Yeah , he tackled him so hard his helmet came off . ",joy
" Well , this is my new baby . He ’ s just as much trouble . That ’ s for sure ! But , he ’ s a lot of fun ! ",joy
"How old are you , Su ? ",joy
 I am seven . ,joy
" I see , you have seven candles on the cake . ",joy
" Yes , I am seven . I am a big girl now . ",joy
" We will have a party here , right ? ",joy
" Yes , come on , and we will have fun . ",joy
I've had enough of that ! ,other
" Why , this is the most interesting film ! ",other
 I hate the hero.He ' s too cruel . ,other
"Honey , I've got good news for you . ",joy
 What is it ? ,joy
 You are going to be a father . ,joy
 What ? Do you mean that you are pregnant ? Is it true ? ,other
 Yes . We'll have our baby soon . ,joy
" Oh , dear , I'm so happy . ",joy
" Me , too . ",joy
Hi . You enjoying the party ? ,joy
" Yes , actually . I don't really know anyone , but it's a nice place . Are you having a good time ? ",joy
" Yes . The drinks are very good ! I'm Paul , by the way . ",joy
" Really ? Me , too . I work for an accountancy company , T & D . Maybe you've heard of them . ",other
" Yes , I am . You must be Tom . Nice to meet you . ",joy
 Nice to meet you too . Let me help you with your bags . ,joy
But the auction is a blast ! And I haven't even told you the best part yet ! ,joy
 The 1879 Large Dragon ? Are you serious ? How much ? ,other
" Hey ! I thought you weren't interested ! Sorry , I've gotta go ! I'm going to switch over to eBay and see if my bid is still the highest . ",joy
I'm so excited ! We have two weeks off ! What are you going to do ? ,joy
 I'm not sure . I guess I'll just stay at home . Maybe I'll catch up on my reading . What about you ? Any plans ? ,joy
" Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming . ",joy
 Sounds great ! ,joy
" Say , why don't you come with us ? We have plenty of room . ",joy
 Do you mean it ? I'd love to ! ,joy
I can't stand the stupid guy any longer.It ' s unbelievable ! ,anger
 He does everything so mindlessly that he is going to drive me crazy . ,anger
" I have told him how to do it several times , but he's never listened to me . ",anger
" Right , she is so excited and simply can ’ t wait . ",joy
" There are times of games planned , should have a grand time . ",joy
T he nineteenth of June is my birthday . I'm planning to have a small party . Could you come ? ,joy
" Happy birthday to you ! I'd really love to come , but I'm not sure right now . I'll try to make it.Thank you for your invitation . ",joy
Who got ripped off ? ,other
" Really ? That ’ s very good of you , Helen . But I must get a new suitcase , my old one needs repairing . ",other
 You needn ’ t buy one . You can have mine . ,joy
" That ’ s very kind of you , Helen . I hope you don ’ t mind my leaving you like this . I need a holiday . It won ’ t be long . ",joy
" Don ’ t be silly , John . I ’ m going with you . It ’ s necessary for me to have a holiday too . ",joy
 Thank you for your advice . I ’ ll try it . ,joy
" I'm keen on talking short trips to nearby scenic spots . More often than not , I go with some of my friends . By the way , what are your favorites ? ",joy
" I love swimming and cycling . On Sunday morning I have swimming practice for an hour . In the afternoon , I just ride my bike around the city or along the country roads for almost two hours . ",joy
 That's great ! I think they do you a lot of good . Where do you swim ? ,joy
 I'm fond of dancing . ,joy
 Good.You really know how to enjoy yourself . ,joy
 I ’ Ve just parted with my boyfriend . ,sadness
 But I cannot forget him . ,sadness
We'd like a half-day package . ,joy
 We offer many different sea water treatments . ,joy
 How many can we choose ? ,joy
 The aquamedic pool is included . You can choose three . ,joy
" We'll do the seaweed wrap , the jet bath , and the foot massage . ",joy
 OK . Here are your robes . You can go shower first . ,joy
 That ’ s a good idea . She told me that she had bought plenty of food and snacks . I think it ’ s going to be a noisy party . I hope her neighbours don ’ t mind too much . ,joy
 Helen gets on very well with her neighbours . I wouldn ’ t be surprised if they went to the party too . ,joy
 I ’ m ready looking forward to it . This party is going to be a blast ! ,joy
 Of course ! ,joy
Congratulations ! Is it a boy or a girl ? ,joy
 It's a boy . ,joy
 Looks like we both float back and forth . I'm baritone . ,joy
 Our bass section is really good . You're going to love singing with them . ,joy
 I heard them warming up earlier . You're right . ,joy
 It's good to have you in the group . We can always use a good baritone ! ,joy
How happy you are ! Next Monday is your wedding day . Congratulations ! ,joy
 Thank you ! ,joy
 Fred is really a good guy . And he loves you so much . ,joy
 Yeah . I'm lucky to be his wife . ,joy
" He's after your own heart , it is important . ",joy
 So he will make a perfect husband . Make sure you will be here next Monday . ,joy
 I promise ! ,joy
" Sure , I used to catch my legal limit of bass there all the time . ",joy
 Thanks . I think I'll go check that out now . ,joy
 Good luck . I hope you each some fish . ,joy
"Hello , Hanson . Today I come to say goodbye to you , for I'm going back to London tomorrow . ",joy
" No , not so soon . Couldn ’ t I persuade you to stay a couple of days more ? ",joy
 Much as I wish to but I really can ’ t . I've already booked the flight . ,joy
 I hope this won ’ t be our last meeting . ,joy
 Of course not . You can come to London to visit me in future . And I also will come here if I have a chance . ,joy
 I will miss you . ,joy
" I will miss you , too . You're really a good friend . ",joy
 It's a pity that I'm too busy to see you off tomorrow . ,joy
 It doesn't matter . ,joy
 Take care of yourself and remember to keep in touch . ,joy
 I will . ,joy
 Goodbye and have a good flight . ,joy
 Thankyou . Goodbye ! ,joy
 All right . Can we make it another time ? ,joy
" Sure , thanks . ",joy
 I ’ ll call you later . Bye . ,joy
 Bye . ,joy
 What ? That would be to cut off your nose to spite your face . ,other
 You are so kind . Thank you very much . ,joy
" I like the old styles of dance . Such as fox-trot , waltz , rumba , tango and so on . They're all graceful . ",joy
 Why not ? Do you think I should like modern dance ? ,other
" OK , I will.Thank you . ",joy
 Thanks . ,joy
" Thanks . If I am interested , I'll go to the library . ",joy
We're lucky today . ,joy
" Yes , there aren't any clouds in the sky and we've got such a beautiful view here . Look ! This is St James Park . And there's Buckingham Palace ",joy
" Well , are we going there today ? I want to take shots there . ",joy
 Sure . I can see you're enjoying your trip today . ,joy
 Of course . Everything's so striking and fascinating . ,joy
" Awesome , we went to Australia and New Zealand . ",joy
 That must have been wonderful . Do anything interesting ? ,joy
" Well , we went bungee jumping when we were in Australia . ",joy
 Wow ! Isn ’ t that dangerous ? ,other
" A little , but the rush was worth it . ",joy
 Tell me about it . ,joy
 We jumped off a bridge and fell 500 feet before the bungee cord caught us . ,joy
 500 feet ! I would never be able to do that . ,other
" Yeah , it was scary , but exhilarating . ",joy
 It ’ s pretty good . ,joy
 Well I don ’ t think so . I don ’ t like it at all ! ,other
 We ’ re in the same boat ! I ’ Ve eaten fast food the whole week . I hate it now . ,anger
 Let ’ s dine out tonight for a change ! ,joy
 Good idea ! ,joy
 Goodbye . Thanks again for everything . ,joy
" Sure , thanks . I brought you a bottle of wine as well . ",joy
 This is a very nice place . How long have you been living here now ? ,joy
 One glass of red wine coming up ! ,joy
" Oh , I thought there were going to be eight . who isn't coming ? ",other
 That's too bad.They ' re such good company . ,sadness
 Spring will come soon . And we will have some pleasant weather then . ,joy
 I hope so . ,joy
" Oh my God , don't you know that such living environment is not healthy ? ",other
 Three months ? Incredible ! ,other
" Well , I have acrophobia . I have a chronic fear of flying . ",other
" Oh really ? I have an uncle who is also terrified of flying . It ' s not that bad though , I mean , it is pretty scary to be in this big machine flying through the air at seven hundred miles per hour . I actually have arachnophobia . ",other
 You ' re scared of spiders ? I actually have two more phobias . Acrophobia and glossophobia . ,other
" Are you kidding ? When I get on stage , my palms start to sweat , I get really nervous and I can hardly speak . ",other
"Hello , Rachel . It's glad to see you here . ",joy
" Hi , Ross . Glad to see you , too . ",joy
 I'm going to throw a party tomorrow night . Would you like to come ? ,joy
 A party ? Yes . I'd love to . Thank you for inviting me . Will Monica come ? ,joy
 Of course . ,joy
 That's great ! What time will it start at ? ,joy
 At 6 o'clock . ,joy
 OK . I'll come . See you then . ,joy
 See you . ,joy
How could you have done that without asking me first ? ,anger
 I'm sorry . I'll ask next time . ,sadness
Would you like to have dinner with me tonight ? ,joy
" Oh , that sounds great ! ",joy
" I ’ ll pick you up at ... say , 7,30 ? ",joy
" Yes , that would be perfect . ",joy
 See you tonight then . ,joy
 Yes . Thank you for inviting me . ,joy
 Really ? Why ? What happened ? ,other
" Oh , no . ",other
 So what did you do ? ,other
 You what ? ,other
" Wow , good for you . ",other
" Oh , no ! ",other
" You really have bad luck , don't you ? ",joy
 Seems like it . ,joy
 He's really good looking . ,joy
 Yeah . ,joy
"I ’ Ve gotta hand it to you , you really did a good job ! ",joy
 So glad that you think so ! ,joy
 I think you deserve a promotion . ,joy
" Oh , really ? Thanks a lot ... well , I still have a lot to learn , I guess . ",joy
 Good idea ! ,joy
 Really ? Do you like it ? ,other
" Yes , I do . It ’ s very interesting . What ’ s your job ? ",joy
" Well , what do you like doing ? ",joy
" Travelling , swimming , going to the cinema . And you ? ",joy
" I like painting , sailing , watching football and talking to you . ",joy
" I like talking to you , too . ",joy
 Do you want to go to an exhibition ? There is one at the Xinghai Exhibition Hall tomorrow . ,joy
 That's a good idea . ,joy
 You're right . I love going out and making new friends . ,joy
" So , you'll be at my birthday party on Friday ? ",joy
 Of course ! ,joy
 Why ? ,other
 I had meetings back to back all morning . And phone rang off the hook from the minute I walked into the office . ,sadness
 I can ’ t believe it . I guess I ’ ll be here until 10 again tonight . ,sadness
 The heat is driving crazy and I hate my new hat . ,other
 I like spring . ,joy
" Oh , everything comes back to life in spring and the weather gets warmer . ",joy
" I like spring , too.We can go for a walk and enjoy the fresh air . ",joy
 That's OK . ,joy
 It's no big deal . ,joy
" Don't be silly , forget about it . ",joy
It smells like an ashtray in here ! ,anger
 What ’ s wrong ? I thought we agreed that you were gonna quit smoking . ,anger
" Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . ",anger
 Fine ! I want a divorce ! ,anger
 Really ? ,other
 I will . Thanks for telling me . ,joy
 I didn't pass the English exam . How to learn English well ? Can you give me some suggestions ? ,sadness
" I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words . ",sadness
 Really ? I'll have a try . Maybe I will get high marks next time . ,other
Look ! That man who is baking bread is so handsome . ,joy
" Watch his bread , it seems to be delicious . He had a lot on the ball . ",joy
" Oh , my god ! He ’ s so perfect . ",joy
"I don't know what I'm going to do . I need to find a job . If I don't , I won't be able to stay here next semester . ",sadness
 I know that . You don't have to tell me that . That's my problem . I know I have the right to work for the university . That's legal.But they don't have a job for me . And it's illegal for me to get a job elsewhere . ,sadness
 I already had that idea . ,sadness
 I have to find something.Otherwise I have to go back to Taiwan . I'll be broke in two months . ,sadness
 Thank you so much . You're an expert . ,joy
 Not much . Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight . ,joy
" Oh , that's exciting . What's this guy like ? Is he hot ? ",joy
" Well , I ddin't think so at first . But as we started talking , I found him extremely funny and witty . I couldn't stop laughing at his jokes ! We have so much in common . We like the same teams , music , and most amazingly , we both love Chinese food ! I have the feeling that we are going to be great friends . ",joy
 It seems you two are a good match . What qualities do you look for in a friend ? ,joy
" Yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either . ",joy
 Really ? Can't you stay a little longer ? ,other
 Of course . What do you want to move first ? ,joy
 Let ’ s move the sofa . Can you get a grip on the bottom at that end ? I ’ ll lift this end . I want to move it sideways in that direction . ,joy
 Good . See you later . ,joy
 Thank you . Good-bye . ,joy
That woman is a thorough drag ! ,other
 She keeps spitting on the ground . ,other
 Why didn ’ t you just answer my question directly ? Why would Chinese answer questions this way ? I simply asked if you did it or not . It ’ s a very simple question . And Chinese often give the reason before they would give a direct answer . ,anger
" Yeah , after all the explanations like , it ’ s too heavy , I was in a hurry ... whatever . ",anger
 That would be very nice . Only that I ’ ll be a little late . Is that OK ? ,joy
 Sure . We ’ ll be looking forward to that day . ,joy
 So will I . Thank you . ,joy
I think it's going to be a nice day . ,joy
 It's certainly a big improvement over yesterday . ,joy
 Sure . ,joy
" It ’ s the same in Balloon . But I definitely think we over-tipped the cab driver . The fare was twenty dollars , and you gave him a five-dollar tip . That ’ s twenty-five percent of the total ! Too much ! ",other
 Right ! I'll do it straight away . ,joy
 Thanks a lot . I'm most grateful . ,joy
 Taylor ? Taylor ! Is this a joke ? Is it really you ? But ... but ... everyone said you were dead ! ,other
" Oh , Taylor ! I'm so ... so happy . But then ... who's that ? ",joy
"Wow , there are so many lanterns to appreciate . ",joy
 It's interesting and I want to buy one home . ,joy
 Really ? Why ? ,other
What a boring film ! ,other
 The acting of the heroine is too artificial . ,other
 And the plot is so simple . ,other
" Oh , really ? That sounds interesting , what kinds of book do you publish ? ",other
I feel pity for the old man . ,sadness
 I feel the same way . ,sadness
 It must be dreadful to grow old . ,sadness
" It sure is.He has no one to turn to , very miserable indeed . ",sadness
I'm worried sick that she will leave me tomorrow . ,sadness
I like pop music very much . ,joy
 I said I like pop music very much.It ' s so lovely . ,joy
" Yes . If you put a few drops on someone's eyelids while he's asleep , he'll fall in love with the first person he sees when he wakes up . ",joy
 It can't be true . ,joy
 Take my word for it . ,joy
 So what am I going to do ? ,joy
" Just come to our house and stay over . You'll sit by his bed and greet him like a beautiful red rose , ' Good morning ! ' ",joy
 That sounds like a blue rose ! My sitting by his bed ? ,joy
" Don't be so shy , Lucy . ",joy
" Gosh , you're right ! It's from some guy named Vic . I wonder who he is ... ",other
" Well , good-bye and have a good trip ! ",joy
 Good-bye . Remember to look me up if you're ever in Washington . ,joy
 Did you see his last dive . ,joy
" Yes , it's perfect ! ",joy
 He's diving for the gold . ,joy
"Jim , I heard you took a trip to San Diego . Is that right ? ",joy
" Yeah , I just got back this morning . ",joy
 That sounds really nice . What did you do there ? ,joy
" Well , we were only there for three days , so we didn't do too much . We went shopping and went out to dinner a few times . And at night we walked around the city with some friends . ",joy
 Did you take any pictures ? ,joy
" Yes , I have them with me . Do you want to look at them ? ",joy
" Sure , I love looking at photos . ",joy
" This one is of my wife and me on the beach , and this one is our daughter Emily standing next to my wife . ",joy
 Your daughter looks like her mother . ,joy
" I know , they look very similar . ",joy
 Where was this picture taken ? ,joy
 That was taken at the train station before we left . ,joy
 Did you have time to go to the zoo ? ,joy
" No , not this time . We went there last time . ",joy
 It looks like you all had a nice time . ,joy
" Yeah , it was a lot of fun . ",joy
"Nice day today , isn't it ? ",joy
" Yes , beautiful weather we're having . ",joy
 We can't complain about the weather recently . ,joy
" Yes , the sun shines day after day . It's neither too hot nor too cold . ",joy
 I wonder how long this weather can last . ,joy
 I hope it will last fine Sorrow . I'm going to have a picnic with my family . ,joy
" Oh , that's very nice of you . I don't want to sound pushy , but I still l have one more question . ",joy
" Yeah , it was nice to meet you . Hope I run into you again sometime . ",joy
I really enjoyed that film ! What about you ? ,joy
" So did I . At first , I thought it was going to be boring , but then it turned to be good . ",joy
 What part of the film do you like best ? ,joy
" Well , the scene of the hero's struggle with enemies impressed me the most . ",joy
" I loved it , too . To tell you the truth , I even dropped tears . ",joy
" Actually , tears also came to my eyes . ",joy
 It has got this year's Oscar Award . ,joy
 It deserves it . The film gave us a lot of inspiration . ,joy
I just got a letter from an old high school buddy . ,joy
 Really ? That's nice . ,other
 He usually keeps me posted . ,joy
 I liked it . I thought it was great . ,joy
" Yes , I liked it , too . Did you like the acting ? ",joy
 Yes . I thought it was excellent . Didn't you ? ,joy
 Not really . I thought it was disappointing . ,other
 Do you think so ? I don't like it very much . I found it rather uncomfortable . ,other
 We are fishing with worms . The fish seem to like them . ,joy
 Looks like a lucky day for everyone . ,joy
" I will , thank you . ",joy
" Cindy , I'm scared . ",other
" Yeah , I've been looking forward to it for ages . ",joy
 They give me a lot of congratulations . ,joy
 Good luck ! ,joy
 Thank you ! ,joy
 Wow . That's wonderful . ,joy
" Oh , I'm shocked . ",other
 Good . See you later . ,joy
 Thank you . Good-bye . ,joy
 What a pity ! I know you've been longing for it these months . ,sadness
" Do you really believe in that ? If they are going to focus on something , they should do it on civil rights . ",other
Excuse me . May I take a picture of you and your little boy ? ,joy
" Oh , that ’ s a nice idea . Well , it ’ s fine if you take our picture . ",joy
 Thank you . I appreciate your help . ,joy
 it's ok . It seems we have a lot in common . ,joy
" oh , really . That is great news . What does he look like ? ",other
" he is tall and slim , fair-haired . ",joy
 he is a nice guy and very considerate . I was impressed with how smart he was and he has a great sense of humor . ,joy
" Yes , I did . I enjoyed it a lot.There was a folk singer , a violinist and a pianist . ",joy
 Didn't I tell you ? We're moving to Florida ? ,other
" You're moving now ? I knew you were moving , but I thought you said you were moving next month . ",other
" Yes , I did . I passed ! ",joy
 Congratulations ! I knew you could do it . ,joy
" Well , I certainly couldn't have done it without your help . You are the best tutor I've ever had . ",joy
" Thank you , but it was your hard work that did it . ",joy
" You deserve credit , too . I've learned so much from You . ",joy
 I think so.Thank you . ,joy
It's getting late . I'm afraid I have to leave.Thank you for a most wonderful evening . ,joy
"Lisa , would you like to go to the library with me ? ",joy
 OK . Do you think we can go buy a newspaper first ? ,joy
 Sure . First we'll go buy a newspaper and then we'll go to the library . ,joy
 Are we going to walk or drive ? ,joy
 The weather is really nice today . Let's walk . ,joy
" The weather is good now , but I think it's suppose to rain this afternoon . ",joy
" Alright , then let's take an umbrella . Is your brother coming with us ? ",joy
 You are quite right . Thank you for sharing your experience with me . I learned a lot . ,joy
 You ’ re welcome . ,joy
How do you like this dress ? ,joy
 It's nice . But what kind of dress are you looking for ? ,joy
" We're going to a night club for dinner and dancing , then we'll go down to the city square for the big celebration . There's always a fireworks display put on by the local government . We all want you to come too . ",joy
 Thanks a lot . ,joy
"Hey , you wanna see a movie tomorrow ? ",joy
 Sounds like a good plan . What do you want to see ? ,joy
 Ok . I'll give it a try . ,joy
 That's the spirit . I'll see you tomorrow after class . ,joy
 Ok . See you tomorrow . ,joy
 It was great . I had a really good time . ,joy
 Yes ... with flying colors ! ,joy
" It ’ s a new phrase that she taught us today . It means that I will not only pass the class , but I will do extremely well ! ",joy
" not today . She said she wanted us to relax tonight instead of doing homework , ",joy
 no wonder you like the class so much . ,joy
" Oh , no . I forgot to turn the alarm clock on ! ",other
 Don't worry . I can give you a lift . ,joy
 Thank you . You save me . ,joy
 Maybe you are right . ,joy
What are the pop groups that you like ? ,joy
" Oh , there are so many good ones ! I loved the Spice Girls . They were so cool ! ",joy
 I agree ! I cried for a week when they broke up . ,joy
" I was really sad too , but at least I can still listen to their Cds . ",joy
" So funny . By stealing , I forgot all my sorrows and pressure from work . ",joy
" I could not agree with you more . For us , there are so many unhappy things and I am so bored ; however , I got lots of fun from stealing . ",joy
" Never ! He ’ s over 80 , isn ’ t he ? ",other
" Really ? Quite a woman , isn ’ t she ? ",other
 Closed ? The clerk told me I could come back and register any time during the first week of classes . ,other
 Serious ? Only the proof of my address . ,other
Why didn't you tell me you had a girlfriend ? ,anger
 But you should have told me you were in love with her . ,anger
 You know you didn't . ,anger
" Yes , but you might have told me before . ",anger
 You can't be serious . How dare you not tell me you were going to marry her ? ,anger
" Oh , you men ! You're all the same . ",anger
 You did ? that is great ! ,joy
" Yeah , I am having a party this saturday night , a sort of house warming , and i want to invite you . are you busy ? ",joy
" No I am free , I will be there , what time the thing starting ? ",joy
" Ok , great , should I bring anything ? ",joy
" No , but thanks for offering , actually could you bring some fold-up chairs for people if you have any ? I am afraid not everyone's going to have a seat , do you have any ? ",joy
" sure , I will be happy to bring a few , what is the address ? ",joy
" Don't worry , I will come to pick you up at about 6 thirty . ",joy
 Got it . ,joy
What ? I don't get it ... ,other
" Well , I'm glad I made everyone happy . ",joy
 I'm glad you guys all have such a good sense of humor . Ha-ha ... ,joy
" Of course ! That's why I always say , Eat , drink and be Greek ! ",joy
 I thought so . I felt dizzy this morning . ,sadness
 That's a good idea . I almost forget it.What else ? ,joy
 The night life there . It's so romantic ! ,joy
 Sounds exciting . I can't wait . ,joy
Which film shall we see ? ,joy
 There is nothing good at the moment.Let ' s do something different.Would you like to go to a concert ? ,joy
" Yes , I'd love to.Here is a good one , Mozart and Beethoven.It ' s on the Festival Hall.Shall we go there ? ",joy
 Fine ! Do you want anything to eat now ? ,joy
" No , I'm not hungry . ",joy
" Well , let's go and have something to drink instead . I know a good place . It's a little expensive , but it's fun . ",joy
 Absolutely not ! I'm not a thief . ,anger
 Really ? I ’ Ve never heard of it ! ,other
 Really ? Do I look happy all the time ? ,other
" Oh , I know . Thank you . ",joy
 It is incredible . ,other
 So I think I may fall in love with her . ,joy
" That's it . She likes dogs so much now , and I begin to love dogs . ",joy
" Oh , congratulations ! Sounds like you ’ Ve found your soul mate . ",joy
" Yeah , that's right . If you find this person is more and more important to you and you can totally trust her , then you can stay in love . ",joy
 Yeah . Falling in love is so good ! ,joy
 While staying in love is even better . ,joy
It ’ s very kind of you to invite me to dinner . ,joy
 Please sit down and make yourself at home . Please don ’ t stand on ceremony . ,joy
 This dish is really delicious . ,joy
 I ’ m glad that you like it . This is only the first time that I made it . ,joy
 You ’ re great . Could you say it in Chinese ? ,joy
" Sure , we call it doubt . ",joy
 That ’ s not a bad idea . I brought many plenty of books and things back with me last summer . That would be great resource material . Now if I can only remember where I put them . ,joy
 You want to be a politician ? Yuck . ,other
" Yes . We enjoyed ourselves very much . Have you traveled much , Luke ? ",joy
 That's a notebook ? ,other
 Believe it ! ,joy
" It looks more like a toy , or a cool briefcase ! ",joy
" Really ? Oh , well , in that case we should play together some time . What's your handicap ? ",other
" No kidding ! I'm 16 , too . We should definitely play together some time . My name's Bob . ",joy
 Jane . Nice to meet you . ,joy
" Me too . So , do you like the course ? ",joy
" Oh , that's good . I guess the caddies were pleased . ",joy
" Oh , my God , you're kidding me ! He carried him back ? ",other
 It's great ! The mountains here are beautiful and the skiing is spectacular.Have you been here for a long time ? ,joy
" Wow , talk about job perks ! That's great . I would like to do something exciting like that.But I am only an accountant.Not too much excitement there.huh ? ",joy
 There are no countries marked on the map . ,other
" The thing that I find most surprising is that most of the world is covered with water . Compared to the oceans , most countries are tiny . ",other
 I find it incredible how millions of years of volcanic activity have created mountains thousands of metres tall . ,other
